Date of Encashment,Name of the Political Party,Denomination
2021-04-19,YSR CONGRESS PARTY (YUVAJANA SRAMIKA R,10000000
2021-04-19,YSR CONGRESS PARTY (YUVAJANA SRAMIKA R,10000000
2021-04-19,YSR CONGRESS PARTY (YUVAJANA SRAMIKA R,10000000
2021-04-19,YSR CONGRESS PARTY (YUVAJANA SRAMIKA R,10000000
2021-04-19,YSR CONGRESS PARTY (YUVAJANA SRAMIKA R,10000000
2021-04-19,YSR CONGRESS PARTY (YUVAJANA SRAMIKA R,10000000
2021-04-19,YSR CONGRESS PARTY (YUVAJANA SRAMIKA R,10000000
2021-04-19,YSR CONGRESS PARTY (YUVAJANA SRAMIKA R,10000000
2021-04-19,YSR CONGRESS PARTY (YUVAJANA SRAMIKA R,10000000
2021-04-19,YSR CONGRESS PARTY (YUVAJANA SRAMIKA R,10000000
2021-04-19,YSR CONGRESS PARTY (YUVAJANA SRAMIKA R,10000000
2021-04-19,YSR CONGRESS PARTY (YUVAJANA SRAMIKA R,10000000
2021-04-19,YSR CONGRESS PARTY (YUVAJANA SRAMIKA R,10000000
2021-04-19,YSR CONGRESS PARTY (YUVAJANA SRAMIKA R,10000000
2021-04-19,YSR CONGRESS PARTY (YUVAJANA SRAMIKA R,10000000
2021-04-19,YSR CONGRESS PARTY (YUVAJANA SRAMIKA R,10000000
2021-04-19,YSR CONGRESS PARTY (YUVAJANA SRAMIKA R,10000000
2021-07-09,ALL INDIA TRINAMOOL CONGRESS,1000000
2021-07-09,ALL INDIA TRINAMOOL CONGRESS,1000000
2021-07-09,ALL INDIA TRINAMOOL CONGRESS,100000
2021-07-09,ALL INDIA TRINAMOOL CONGRESS,1000000
2021-07-09,ALL INDIA TRINAMOOL CONGRESS,1000000
2021-07-09,ALL INDIA TRINAMOOL CONGRESS,1000000
2021-07-09,ALL INDIA TRINAMOOL CONGRESS,1000000
2021-07-09,ALL INDIA TRINAMOOL CONGRESS,1000000
2021-07-09,ALL INDIA TRINAMOOL CONGRESS,100000
2021-07-09,ALL INDIA TRINAMOOL CONGRESS,1000000
2021-07-09,ALL INDIA TRINAMOOL CONGRESS,1000000
2021-07-09,ALL INDIA TRINAMOOL CONGRESS,1000000
2021-07-09,ALL INDIA TRINAMOOL CONGRESS,1000000
2021-07-09,ALL INDIA TRINAMOOL CONGRESS,1000000
2021-07-09,ALL INDIA TRINAMOOL CONGRESS,1000000
2021-07-09,ALL INDIA TRINAMOOL CONGRESS,1000000
2021-07-09,ALL INDIA TRINAMOOL CONGRESS,1000000
2021-07-09,ALL INDIA TRINAMOOL CONGRESS,1000000
2021-07-09,ALL INDIA TRINAMOOL CONGRESS,1000000
2021-07-09,ALL INDIA TRINAMOOL CONGRESS,100000
2021-07-09,ALL INDIA TRINAMOOL CONGRESS,100000
2021-07-09,ALL INDIA TRINAMOOL CONGRESS,1000000
2021-07-09,ALL INDIA TRINAMOOL CONGRESS,1000000
2021-07-09,ALL INDIA TRINAMOOL CONGRESS,1000000
2021-07-09,ALL INDIA TRINAMOOL CONGRESS,1000000
2021-07-09,ALL INDIA TRINAMOOL CONGRESS,1000000
2021-07-09,ALL INDIA TRINAMOOL CONGRESS,100000
2021-07-09,ALL INDIA TRINAMOOL CONGRESS,1000000
2021-07-09,ALL INDIA TRINAMOOL CONGRESS,1000000
2021-07-09,ALL INDIA TRINAMOOL CONGRESS,1000000
2021-07-09,ALL INDIA TRINAMOOL CONGRESS,1000000
2021-07-12,ALL INDIA TRINAMOOL CONGRESS,10000000
2021-07-12,ALL INDIA TRINAMOOL CONGRESS,10000000
2021-07-12,ALL INDIA TRINAMOOL CONGRESS,10000000
2021-07-12,ALL INDIA TRINAMOOL CONGRESS,10000000
2021-07-12,ALL INDIA TRINAMOOL CONGRESS,10000000
2021-07-12,ALL INDIA TRINAMOOL CONGRESS,10000000
2021-07-12,ALL INDIA TRINAMOOL CONGRESS,10000000
2021-07-12,ALL INDIA TRINAMOOL CONGRESS,10000000
2021-07-12,ALL INDIA TRINAMOOL CONGRESS,10000000
2021-07-12,ALL INDIA TRINAMOOL CONGRESS,10000000
2021-07-12,ALL INDIA TRINAMOOL CONGRESS,10000000
2021-07-12,ALL INDIA TRINAMOOL CONGRESS,10000000
2021-07-12,ALL INDIA TRINAMOOL CONGRESS,10000000
2021-07-12,ALL INDIA TRINAMOOL CONGRESS,10000000
2021-07-12,ALL INDIA TRINAMOOL CONGRESS,10000000
2021-07-12,ALL INDIA TRINAMOOL CONGRESS,10000000
2021-07-12,ALL INDIA TRINAMOOL CONGRESS,10000000
2021-07-12,ALL INDIA TRINAMOOL CONGRESS,10000000
2021-07-12,ALL INDIA TRINAMOOL CONGRESS,10000000
2021-07-12,ALL INDIA TRINAMOOL CONGRESS,10000000
2021-07-12,ALL INDIA TRINAMOOL CONGRESS,10000000
2021-07-12,ALL INDIA TRINAMOOL CONGRESS,10000000
2021-07-12,ALL INDIA TRINAMOOL CONGRESS,10000000
2021-07-12,ALL INDIA TRINAMOOL CONGRESS,10000000
2021-07-12,ALL INDIA TRINAMOOL CONGRESS,10000000
2021-07-12,ALL INDIA TRINAMOOL CONGRESS,10000000
2021-07-12,ALL INDIA TRINAMOOL CONGRESS,10000000
2021-07-12,ALL INDIA TRINAMOOL CONGRESS,10000000
2021-07-12,ALL INDIA TRINAMOOL CONGRESS,10000000
2021-07-12,ALL INDIA TRINAMOOL CONGRESS,10000000
2021-07-12,ALL INDIA TRINAMOOL CONGRESS,10000000
2021-07-12,ALL INDIA TRINAMOOL CONGRESS,10000000
2021-07-12,ALL INDIA TRINAMOOL CONGRESS,10000000
2021-07-12,ALL INDIA TRINAMOOL CONGRESS,10000000
2021-07-12,ALL INDIA TRINAMOOL CONGRESS,10000000
2021-07-12,ALL INDIA TRINAMOOL CONGRESS,10000000
2021-07-12,ALL INDIA TRINAMOOL CONGRESS,10000000
2021-07-12,ALL INDIA TRINAMOOL CONGRESS,10000000
2021-07-12,ALL INDIA TRINAMOOL CONGRESS,10000000
2021-07-12,ALL INDIA TRINAMOOL CONGRESS,10000000
2021-07-12,ALL INDIA TRINAMOOL CONGRESS,10000000
2021-07-12,ALL INDIA TRINAMOOL CONGRESS,10000000
2021-07-12,ALL INDIA TRINAMOOL CONGRESS,10000000
2021-07-12,ALL INDIA TRINAMOOL CONGRESS,10000000
2021-07-12,ALL INDIA TRINAMOOL CONGRESS,10000000
2021-07-12,ALL INDIA TRINAMOOL CONGRESS,10000000
2021-07-12,ALL INDIA TRINAMOOL CONGRESS,10000000
2021-07-12,ALL INDIA TRINAMOOL CONGRESS,10000000
2021-07-12,ALL INDIA TRINAMOOL CONGRESS,10000000
2021-07-12,ALL INDIA TRINAMOOL CONGRESS,10000000
2021-07-12,ALL INDIA TRINAMOOL CONGRESS,10000000
2021-07-12,ALL INDIA TRINAMOOL CONGRESS,10000000
2021-07-12,ALL INDIA TRINAMOOL CONGRESS,10000000
2021-07-12,ALL INDIA TRINAMOOL CONGRESS,10000000
2021-07-12,ALL INDIA TRINAMOOL CONGRESS,10000000
2021-07-12,ALL INDIA TRINAMOOL CONGRESS,10000000
2021-07-12,ALL INDIA TRINAMOOL CONGRESS,10000000
2021-07-12,ALL INDIA TRINAMOOL CONGRESS,10000000
2021-07-12,ALL INDIA TRINAMOOL CONGRESS,10000000
2021-07-12,ALL INDIA TRINAMOOL CONGRESS,10000000
2021-07-12,ALL INDIA TRINAMOOL CONGRESS,10000000
2021-07-12,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",10000000
2021-07-12,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",10000000
2021-07-12,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",100000
2021-07-12,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",100000
2021-07-12,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",1000000
2021-07-12,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",1000000
2021-07-12,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",1000000
2021-07-12,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",100000
2021-07-12,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",10000000
2021-07-12,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",10000000
2021-07-12,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",10000000
2021-07-12,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",1000000
2021-07-12,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",100000
2021-07-12,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",1000000
2021-07-12,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",100000
2021-07-12,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",100000
2021-07-12,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",1000000
2021-07-12,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",1000000
2021-07-12,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",100000
2021-07-12,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",1000000
2021-07-12,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",10000000
2021-07-12,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",10000000
2021-07-12,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",100000
2021-07-12,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",100000
2021-07-12,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",100000
2021-07-12,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",100000
2021-07-12,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",1000000
2021-07-12,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",1000000
2021-07-12,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",10000000
2021-07-12,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",10000000
2021-07-12,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",1000000
2021-07-12,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",10000000
2021-07-12,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",100000
2021-07-12,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",100000
2021-07-12,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",100000
2021-07-12,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",100000
2021-07-12,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",100000
2021-07-12,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",100000
2021-07-12,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",100000
2021-07-12,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",1000000
2021-07-12,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",1000000
2021-07-12,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",10000000
2021-07-12,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",10000000
2021-07-12,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",1000000
2021-07-12,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",10000000
2021-07-12,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",10000000
2021-07-12,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",10000000
2021-07-12,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",10000000
2021-07-12,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",1000000
2021-07-12,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",10000000
2021-07-12,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",10000000
2021-07-12,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",10000000
2021-07-12,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",10000000
2021-07-12,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",10000000
2021-07-12,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",10000000
2021-07-12,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",10000000
2021-07-12,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",100000
2021-07-12,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",100000
2021-07-13,ALL INDIA TRINAMOOL CONGRESS,100000
2021-07-13,ALL INDIA TRINAMOOL CONGRESS,1000000
2021-07-13,ALL INDIA TRINAMOOL CONGRESS,1000000
2021-07-13,ALL INDIA TRINAMOOL CONGRESS,100000
2021-07-13,ALL INDIA TRINAMOOL CONGRESS,1000000
2021-07-13,ALL INDIA TRINAMOOL CONGRESS,1000000
2021-07-13,ALL INDIA TRINAMOOL CONGRESS,10000000
2021-07-13,ALL INDIA TRINAMOOL CONGRESS,10000000
2021-07-13,ALL INDIA TRINAMOOL CONGRESS,100000
2021-07-13,ALL INDIA TRINAMOOL CONGRESS,100000
2021-07-13,ALL INDIA TRINAMOOL CONGRESS,100000
2021-07-13,ALL INDIA TRINAMOOL CONGRESS,100000
2021-07-13,ALL INDIA TRINAMOOL CONGRESS,10000000
2021-07-13,ALL INDIA TRINAMOOL CONGRESS,10000000
2021-07-13,ALL INDIA TRINAMOOL CONGRESS,1000000
2021-07-13,ALL INDIA TRINAMOOL CONGRESS,100000
2021-07-13,ALL INDIA TRINAMOOL CONGRESS,10000000
2021-07-13,ALL INDIA TRINAMOOL CONGRESS,1000000
2021-07-13,ALL INDIA TRINAMOOL CONGRESS,1000000
2021-07-13,ALL INDIA TRINAMOOL CONGRESS,100000
2021-07-13,ALL INDIA TRINAMOOL CONGRESS,1000000
2021-07-13,ALL INDIA TRINAMOOL CONGRESS,1000000
2021-07-13,ALL INDIA TRINAMOOL CONGRESS,1000000
2021-07-13,ALL INDIA TRINAMOOL CONGRESS,1000000
2021-07-13,ALL INDIA TRINAMOOL CONGRESS,100000
2021-07-13,ALL INDIA TRINAMOOL CONGRESS,1000000
2021-07-13,ALL INDIA TRINAMOOL CONGRESS,1000000
2021-07-13,ALL INDIA TRINAMOOL CONGRESS,10000000
2021-07-13,ALL INDIA TRINAMOOL CONGRESS,10000000
2021-07-13,ALL INDIA TRINAMOOL CONGRESS,1000000
2021-07-13,ALL INDIA TRINAMOOL CONGRESS,10000000
2021-07-13,ALL INDIA TRINAMOOL CONGRESS,10000000
2021-07-13,ALL INDIA TRINAMOOL CONGRESS,100000
2021-07-13,ALL INDIA TRINAMOOL CONGRESS,1000000
2021-07-13,ALL INDIA TRINAMOOL CONGRESS,100000
2021-07-13,ALL INDIA TRINAMOOL CONGRESS,100000
2021-07-13,ALL INDIA TRINAMOOL CONGRESS,1000000
2021-07-13,ALL INDIA TRINAMOOL CONGRESS,1000000
2021-07-13,ALL INDIA TRINAMOOL CONGRESS,1000000
2021-07-13,ALL INDIA TRINAMOOL CONGRESS,10000000
2021-07-13,ALL INDIA TRINAMOOL CONGRESS,10000000
2021-07-13,ALL INDIA TRINAMOOL CONGRESS,1000000
2021-07-13,ALL INDIA TRINAMOOL CONGRESS,10000000
2021-07-13,ALL INDIA TRINAMOOL CONGRESS,10000000
2021-07-13,ALL INDIA TRINAMOOL CONGRESS,10000000
2021-07-13,ALL INDIA TRINAMOOL CONGRESS,10000000
2021-07-13,ALL INDIA TRINAMOOL CONGRESS,1000000
2021-07-13,ALL INDIA TRINAMOOL CONGRESS,100000
2021-07-13,ALL INDIA TRINAMOOL CONGRESS,1000000
2021-07-13,ALL INDIA TRINAMOOL CONGRESS,100000
2021-07-13,ALL INDIA TRINAMOOL CONGRESS,1000000
2021-07-13,ALL INDIA TRINAMOOL CONGRESS,100000
2021-07-13,ALL INDIA TRINAMOOL CONGRESS,100000
2021-07-13,ALL INDIA TRINAMOOL CONGRESS,1000000
2021-07-13,ALL INDIA TRINAMOOL CONGRESS,100000
2021-07-13,ALL INDIA TRINAMOOL CONGRESS,1000000
2021-07-13,ALL INDIA TRINAMOOL CONGRESS,10000000
2021-07-13,ALL INDIA TRINAMOOL CONGRESS,10000000
2021-07-13,ALL INDIA TRINAMOOL CONGRESS,1000000
2021-07-13,ALL INDIA TRINAMOOL CONGRESS,100000
2021-07-13,ALL INDIA TRINAMOOL CONGRESS,1000000
2021-07-13,ALL INDIA TRINAMOOL CONGRESS,100000
2021-07-13,ALL INDIA TRINAMOOL CONGRESS,1000000
2021-07-13,ALL INDIA TRINAMOOL CONGRESS,1000000
2021-07-13,ALL INDIA TRINAMOOL CONGRESS,10000000
2021-07-13,ALL INDIA TRINAMOOL CONGRESS,10000000
2021-07-13,ALL INDIA TRINAMOOL CONGRESS,10000000
2021-07-13,ALL INDIA TRINAMOOL CONGRESS,100000
2021-07-14,ALL INDIA TRINAMOOL CONGRESS,1000000
2021-07-14,ALL INDIA TRINAMOOL CONGRESS,1000000
2021-07-14,ALL INDIA TRINAMOOL CONGRESS,1000000
2021-07-14,ALL INDIA TRINAMOOL CONGRESS,1000000
2021-07-14,ALL INDIA TRINAMOOL CONGRESS,10000000
2021-07-14,ALL INDIA TRINAMOOL CONGRESS,1000000
2021-07-14,ALL INDIA TRINAMOOL CONGRESS,1000000
2021-07-14,ALL INDIA TRINAMOOL CONGRESS,1000000
2021-07-14,ALL INDIA TRINAMOOL CONGRESS,1000000
2021-07-14,ALL INDIA TRINAMOOL CONGRESS,10000000
2021-07-14,ALL INDIA TRINAMOOL CONGRESS,1000000
2021-07-14,ALL INDIA TRINAMOOL CONGRESS,1000000
2021-07-14,ALL INDIA TRINAMOOL CONGRESS,1000000
2021-07-14,ALL INDIA TRINAMOOL CONGRESS,1000000
2021-07-14,ALL INDIA TRINAMOOL CONGRESS,1000000
2021-07-14,ALL INDIA TRINAMOOL CONGRESS,1000000
2021-07-14,ALL INDIA TRINAMOOL CONGRESS,1000000
2021-07-14,ALL INDIA TRINAMOOL CONGRESS,1000000
2021-07-14,ALL INDIA TRINAMOOL CONGRESS,1000000
2021-07-14,ALL INDIA TRINAMOOL CONGRESS,1000000
2021-07-14,ALL INDIA TRINAMOOL CONGRESS,1000000
2021-07-14,ALL INDIA TRINAMOOL CONGRESS,1000000
2021-07-14,ALL INDIA TRINAMOOL CONGRESS,1000000
2021-07-14,ALL INDIA TRINAMOOL CONGRESS,10000000
2021-07-14,ALL INDIA TRINAMOOL CONGRESS,1000000
2021-07-14,ALL INDIA TRINAMOOL CONGRESS,1000000
2021-07-14,ALL INDIA TRINAMOOL CONGRESS,1000000
2021-07-14,ALL INDIA TRINAMOOL CONGRESS,1000000
2021-07-14,ALL INDIA TRINAMOOL CONGRESS,1000000
2021-07-14,ALL INDIA TRINAMOOL CONGRESS,1000000
2021-07-14,ALL INDIA TRINAMOOL CONGRESS,1000000
2021-07-14,ALL INDIA TRINAMOOL CONGRESS,1000000
2021-07-14,ALL INDIA TRINAMOOL CONGRESS,1000000
2021-07-14,ALL INDIA TRINAMOOL CONGRESS,1000000
2021-07-14,ALL INDIA TRINAMOOL CONGRESS,1000000
2021-07-14,ALL INDIA TRINAMOOL CONGRESS,1000000
2021-07-14,ALL INDIA TRINAMOOL CONGRESS,1000000
2021-07-14,ALL INDIA TRINAMOOL CONGRESS,1000000
2021-07-14,ALL INDIA TRINAMOOL CONGRESS,1000000
2021-07-14,ALL INDIA TRINAMOOL CONGRESS,1000000
2021-07-14,ALL INDIA TRINAMOOL CONGRESS,1000000
2021-07-14,ALL INDIA TRINAMOOL CONGRESS,1000000
2021-07-14,ALL INDIA TRINAMOOL CONGRESS,100000
2021-07-14,ALL INDIA TRINAMOOL CONGRESS,1000000
2021-07-14,ALL INDIA TRINAMOOL CONGRESS,1000000
2021-07-14,ALL INDIA TRINAMOOL CONGRESS,1000000
2021-07-14,ALL INDIA TRINAMOOL CONGRESS,1000000
2021-07-14,ALL INDIA TRINAMOOL CONGRESS,1000000
2021-07-14,ALL INDIA TRINAMOOL CONGRESS,1000000
2021-07-14,ALL INDIA TRINAMOOL CONGRESS,1000000
2021-07-14,ALL INDIA TRINAMOOL CONGRESS,1000000
2021-07-14,ALL INDIA TRINAMOOL CONGRESS,1000000
2021-07-14,ALL INDIA TRINAMOOL CONGRESS,1000000
2021-07-14,ALL INDIA TRINAMOOL CONGRESS,1000000
2021-07-14,ALL INDIA TRINAMOOL CONGRESS,1000000
2021-07-14,ALL INDIA TRINAMOOL CONGRESS,1000000
2021-07-14,ALL INDIA TRINAMOOL CONGRESS,1000000
2021-07-14,ALL INDIA TRINAMOOL CONGRESS,1000000
2021-07-14,ALL INDIA TRINAMOOL CONGRESS,1000000
2021-07-14,ALL INDIA TRINAMOOL CONGRESS,10000000
2021-07-14,BHARTIYA JANTA PARTY,10000000
2021-07-14,BHARTIYA JANTA PARTY,1000000
2021-07-14,BHARTIYA JANTA PARTY,1000000
2021-07-14,BHARTIYA JANTA PARTY,1000000
2021-07-14,BHARTIYA JANTA PARTY,1000000
2021-07-14,BHARTIYA JANTA PARTY,1000000
2021-07-14,BHARTIYA JANTA PARTY,1000000
2021-07-14,BHARTIYA JANTA PARTY,10000000
2021-07-14,BHARTIYA JANTA PARTY,10000000
2021-07-14,BHARTIYA JANTA PARTY,1000000
2021-07-14,BHARTIYA JANTA PARTY,1000000
2021-07-14,BHARTIYA JANTA PARTY,1000000
2021-07-14,BHARTIYA JANTA PARTY,1000000
2021-07-14,BHARTIYA JANTA PARTY,1000000
2021-07-14,BHARTIYA JANTA PARTY,1000000
2021-07-14,BHARTIYA JANTA PARTY,1000000
2021-07-14,BHARTIYA JANTA PARTY,1000000
2021-07-14,BHARTIYA JANTA PARTY,1000000
2021-07-14,BHARTIYA JANTA PARTY,1000000
2021-07-14,BHARTIYA JANTA PARTY,1000000
2021-07-14,BHARTIYA JANTA PARTY,10000000
2021-07-14,BHARTIYA JANTA PARTY,10000000
2021-07-14,BHARTIYA JANTA PARTY,10000000
2021-07-14,BHARTIYA JANTA PARTY,1000000
2021-07-14,BHARTIYA JANTA PARTY,1000000
2021-07-14,BHARTIYA JANTA PARTY,1000000
2021-07-14,BHARTIYA JANTA PARTY,1000000
2021-07-14,BHARTIYA JANTA PARTY,1000000
2021-07-14,BHARTIYA JANTA PARTY,1000000
2021-07-14,BHARTIYA JANTA PARTY,1000000
2021-07-14,BHARTIYA JANTA PARTY,1000000
2021-07-14,BHARTIYA JANTA PARTY,1000000
2021-07-14,BHARTIYA JANTA PARTY,1000000
2021-07-14,BHARTIYA JANTA PARTY,1000000
2021-07-14,BHARTIYA JANTA PARTY,1000000
2021-07-14,BHARTIYA JANTA PARTY,1000000
2021-07-14,BHARTIYA JANTA PARTY,1000000
2021-07-14,BHARTIYA JANTA PARTY,1000000
2021-07-14,BHARTIYA JANTA PARTY,1000000
2021-07-14,BHARTIYA JANTA PARTY,1000000
2021-07-14,BHARTIYA JANTA PARTY,1000000
2021-07-14,BHARTIYA JANTA PARTY,10000000
2021-07-14,BHARTIYA JANTA PARTY,10000000
2021-07-14,BHARTIYA JANTA PARTY,10000000
2021-07-14,BHARTIYA JANTA PARTY,1000000
2021-07-14,BHARTIYA JANTA PARTY,1000000
2021-07-14,BHARTIYA JANTA PARTY,10000000
2021-07-14,BHARTIYA JANTA PARTY,1000000
2021-07-14,BHARTIYA JANTA PARTY,1000000
2021-07-14,BHARTIYA JANTA PARTY,1000000
2021-07-14,BHARTIYA JANTA PARTY,1000000
2021-07-14,BHARTIYA JANTA PARTY,1000000
2021-07-14,BHARTIYA JANTA PARTY,1000000
2021-07-14,BHARTIYA JANTA PARTY,1000000
2021-07-14,BHARTIYA JANTA PARTY,1000000
2021-07-14,BHARTIYA JANTA PARTY,1000000
2021-07-14,BHARTIYA JANTA PARTY,1000000
2021-07-14,BHARTIYA JANTA PARTY,1000000
2021-07-14,BHARTIYA JANTA PARTY,1000000
2021-07-14,BHARTIYA JANTA PARTY,1000000
2021-07-15,ALL INDIA TRINAMOOL CONGRESS,1000000
2021-07-15,ALL INDIA TRINAMOOL CONGRESS,100000
2021-07-15,ALL INDIA TRINAMOOL CONGRESS,100000
2021-07-15,ALL INDIA TRINAMOOL CONGRESS,10000000
2021-07-15,ALL INDIA TRINAMOOL CONGRESS,1000000
2021-07-15,ALL INDIA TRINAMOOL CONGRESS,1000000
2021-07-15,ALL INDIA TRINAMOOL CONGRESS,1000000
2021-07-15,ALL INDIA TRINAMOOL CONGRESS,100000
2021-07-15,ALL INDIA TRINAMOOL CONGRESS,100000
2021-07-15,ALL INDIA TRINAMOOL CONGRESS,1000000
2021-07-15,ALL INDIA TRINAMOOL CONGRESS,1000000
2021-07-15,ALL INDIA TRINAMOOL CONGRESS,1000000
2021-07-15,ALL INDIA TRINAMOOL CONGRESS,100000
2021-07-15,ALL INDIA TRINAMOOL CONGRESS,1000000
2021-07-15,ALL INDIA TRINAMOOL CONGRESS,100000
2021-07-15,ALL INDIA TRINAMOOL CONGRESS,1000000
2021-07-15,ALL INDIA TRINAMOOL CONGRESS,1000000
2021-07-15,ALL INDIA TRINAMOOL CONGRESS,1000000
2021-07-15,ALL INDIA TRINAMOOL CONGRESS,1000000
2021-07-15,ALL INDIA TRINAMOOL CONGRESS,1000000
2021-07-15,ALL INDIA TRINAMOOL CONGRESS,1000000
2021-07-15,ALL INDIA TRINAMOOL CONGRESS,100000
2021-07-15,ALL INDIA TRINAMOOL CONGRESS,1000000
2021-07-15,ALL INDIA TRINAMOOL CONGRESS,100000
2021-07-15,ALL INDIA TRINAMOOL CONGRESS,1000000
2021-07-15,ALL INDIA TRINAMOOL CONGRESS,100000
2021-07-15,ALL INDIA TRINAMOOL CONGRESS,1000000
2021-07-15,ALL INDIA TRINAMOOL CONGRESS,1000000
2021-07-15,ALL INDIA TRINAMOOL CONGRESS,100000
2021-07-15,ALL INDIA TRINAMOOL CONGRESS,100000
2021-07-15,ALL INDIA TRINAMOOL CONGRESS,1000000
2021-07-15,ALL INDIA TRINAMOOL CONGRESS,1000000
2021-07-15,ALL INDIA TRINAMOOL CONGRESS,100000
2021-07-15,ALL INDIA TRINAMOOL CONGRESS,10000000
2021-07-15,ALL INDIA TRINAMOOL CONGRESS,1000000
2021-07-15,ALL INDIA TRINAMOOL CONGRESS,10000000
2021-07-15,ALL INDIA TRINAMOOL CONGRESS,1000000
2021-07-15,ALL INDIA TRINAMOOL CONGRESS,1000000
2021-07-15,ALL INDIA TRINAMOOL CONGRESS,1000000
2021-07-15,ALL INDIA TRINAMOOL CONGRESS,100000
2021-07-15,ALL INDIA TRINAMOOL CONGRESS,100000
2021-07-15,ALL INDIA TRINAMOOL CONGRESS,100000
2021-07-15,ALL INDIA TRINAMOOL CONGRESS,100000
2021-07-15,ALL INDIA TRINAMOOL CONGRESS,1000000
2021-07-15,ALL INDIA TRINAMOOL CONGRESS,100000
2021-07-15,ALL INDIA TRINAMOOL CONGRESS,100000
2021-07-15,ALL INDIA TRINAMOOL CONGRESS,1000000
2021-07-15,ALL INDIA TRINAMOOL CONGRESS,1000000
2021-07-15,ALL INDIA TRINAMOOL CONGRESS,100000
2021-07-15,ALL INDIA TRINAMOOL CONGRESS,100000
2021-07-15,ALL INDIA TRINAMOOL CONGRESS,1000000
2021-07-15,ALL INDIA TRINAMOOL CONGRESS,100000
2021-07-15,ALL INDIA TRINAMOOL CONGRESS,1000000
2021-07-15,ALL INDIA TRINAMOOL CONGRESS,1000000
2021-07-15,ALL INDIA TRINAMOOL CONGRESS,100000
2021-07-15,ALL INDIA TRINAMOOL CONGRESS,1000000
2021-07-15,ALL INDIA TRINAMOOL CONGRESS,1000000
2021-07-15,ALL INDIA TRINAMOOL CONGRESS,100000
2021-07-16,ALL INDIA TRINAMOOL CONGRESS,1000000
2021-07-16,ALL INDIA TRINAMOOL CONGRESS,1000000
2021-07-16,ALL INDIA TRINAMOOL CONGRESS,100000
2021-07-16,ALL INDIA TRINAMOOL CONGRESS,1000000
2021-07-16,ALL INDIA TRINAMOOL CONGRESS,1000000
